name,party,firstname,lastname,position,years,key,start_date,end_date
"Autto, Heikki",Kokoomus,Heikki,Autto, ,2011-2015,Heikki_Autto,20.4.2011,21.4.2015
"Backman, Jouni",SDP,Jouni,Backman, ,2011-2015,Jouni_Backman,20.4.2011,21.4.2015
"Blomqvist, Thomas",RKP,Thomas,Blomqvist, ,2011-2015,Thomas_Blomqvist,20.4.2011,21.4.2015
"Brax, Tuija",Vihreät,Tuija,Brax, ,2011-2015,Tuija_Brax,20.4.2011,21.4.2015
"Donner, Jörn",RKP,Jörn,Donner, ,2011-2015,Jörn_Donner,20.4.2011,21.4.2015
"Eerola, Juho",Perussuomalaiset,Juho,Eerola, ,2011-2015,Juho_Eerola,20.4.2011,21.4.2015
"Eestilä, Markku",Kokoomus,Markku,Eestilä, ,2011-2015,Markku_Eestilä,20.4.2011,21.4.2015
"Elomaa, Ritva",Perussuomalaiset,Ritva,Elomaa, ,2011-2015,Ritva_Elomaa,20.4.2011,21.4.2015
"Eloranta, Eeva-Johanna",SDP,Eeva-Johanna,Eloranta, ,2011-2015,Eeva-Johanna_Eloranta,20.4.2011,21.4.2015
"Feldt-Ranta, Maarit",SDP,Maarit,Feldt-Ranta, ,2011-2015,Maarit_Feldt-Ranta,20.4.2011,21.4.2015
"Filatov, Tarja",SDP,Tarja,Filatov, ,2011-2015,Tarja_Filatov,20.4.2011,21.4.2015
"Gestrin, Christina",RKP,Christina,Gestrin, ,2011-2015,Christina_Gestrin,20.4.2011,21.4.2015
"Grahn-Laasonen, Sanni",Kokoomus,Sanni,Grahn-Laasonen, Ympäristöministeri;;,2011-2015,Sanni_Grahn-Laasonen,20.4.2011,21.4.2015
"Gustafsson, Jukka",SDP,Jukka,Gustafsson, Opetusministeri;;,2011-2015,Jukka_Gustafsson,20.4.2011,21.4.2015
"Guzenina-Richardson, Maria",SDP,Maria,Guzenina-Richardson, Peruspalveluministeri;;,2011-2015,Maria_Guzenina-Richardson,20.4.2011,21.4.2015
"Gästgivars, Lars",RKP,Lars,Gästgivars, ,2011-2015,Lars_Gästgivars,20.4.2011,21.4.2015
"Haapanen, Satu",Vihreät,Satu,Haapanen, ,2011-2015,Satu_Haapanen,20.4.2011,21.4.2015
"Haavisto, Pekka",Vihreät,Pekka,Haavisto, Kehitysministeri;;Kehitysministeri;;,2011-2015,Pekka_Haavisto,20.4.2011,21.4.2015
"Hakkarainen, Teuvo",Perussuomalaiset,Teuvo,Hakkarainen, ,2011-2015,Teuvo_Hakkarainen,20.4.2011,21.4.2015
"Halla-aho, Jussi",Perussuomalaiset,Jussi,Halla-aho, ,2011-2015,Jussi_Halla-aho,20.4.2011,21.4.2015
"Harkimo, Leena",Kokoomus,Leena,Harkimo, ,2011-2015,Leena_Harkimo,20.4.2011,21.4.2015
"Hautala, Lasse",Keskusta,Lasse,Hautala, ,2011-2015,Lasse_Hautala,20.4.2011,21.4.2015
"Heikkilä, Lauri",Perussuomalaiset,Lauri,Heikkilä, ,2011-2015,Lauri_Heikkilä,20.4.2011,21.4.2015
"Heinonen, Timo",Kokoomus,Timo,Heinonen, ,2011-2015,Timo_Heinonen,20.4.2011,21.4.2015
"Heinäluoma, Eero",SDP,Eero,Heinäluoma, ,2011-2015,Eero_Heinäluoma,20.4.2011,21.4.2015
"Hemmilä, Pertti",Kokoomus,Pertti,Hemmilä, ,2011-2015,Pertti_Hemmilä,20.4.2011,21.4.2015
"Henriksson, Anna-Maja",RKP,Anna-Maja,Henriksson, Oikeusministeri;;Oikeusministeri;;,2011-2015,Anna-Maja_Henriksson,20.4.2011,21.4.2015
"Hiltunen, Rakel",SDP,Rakel,Hiltunen, ,2011-2015,Rakel_Hiltunen,20.4.2011,21.4.2015
"Hirvisaari, James",m11,James,Hirvisaari, ,2011-2015,James_Hirvisaari,20.4.2011,21.4.2015
"Holmlund, Anne",Kokoomus,Anne,Holmlund, ,2011-2015,Anne_Holmlund,20.4.2011,21.4.2015
"Hongisto, Reijo",Perussuomalaiset,Reijo,Hongisto, ,2011-2015,Reijo_Hongisto,20.4.2011,21.4.2015
"Huovinen, Susanna",SDP,Susanna,Huovinen, Peruspalveluministeri;;Peruspalveluministeri;;,2011-2015,Susanna_Huovinen,20.4.2011,21.4.2015
"Häkämies, Jyri",Kokoomus,Jyri,Häkämies, Elinkeinoministeri;;,2011-2015,Jyri_Häkämies,20.4.2011,21.4.2015
"Hänninen, Katja",Vasemmistoliitto,Katja,Hänninen, ,2011-2015,Katja_Hänninen,20.4.2011,21.4.2015
"Ihalainen, Lauri",SDP,Lauri,Ihalainen, Työministeri;;Työministeri;;,2011-2015,Lauri_Ihalainen,20.4.2011,21.4.2015
"Immonen, Olli",Perussuomalaiset,Olli,Immonen, ,2011-2015,Olli_Immonen,20.4.2011,21.4.2015
"Jalonen, Ari",Perussuomalaiset,Ari,Jalonen, ,2011-2015,Ari_Jalonen,20.4.2011,21.4.2015
"Jaskari, Harri",Kokoomus,Harri,Jaskari, ,2011-2015,Harri_Jaskari,20.4.2011,21.4.2015
"Jokinen, Kalle",Kokoomus,Kalle,Jokinen, ,2011-2015,Kalle_Jokinen,20.4.2011,21.4.2015
"Joutsenlahti, Anssi",Perussuomalaiset,Anssi,Joutsenlahti, ,2011-2015,Anssi_Joutsenlahti,20.4.2011,21.4.2015
"Jungner, Mikael",SDP,Mikael,Jungner, ,2011-2015,Mikael_Jungner,20.4.2011,21.4.2015
"Jurva, Johanna",Perussuomalaiset,Johanna,Jurva, ,2011-2015,Johanna_Jurva,20.4.2011,21.4.2015
"Juvonen, Arja",Perussuomalaiset,Arja,Juvonen, ,2011-2015,Arja_Juvonen,20.4.2011,21.4.2015
"Jääskeläinen, Jouko",Kristillisdemokraatit,Jouko,Jääskeläinen, ,2011-2015,Jouko_Jääskeläinen,20.4.2011,21.4.2015
"Jääskeläinen, Pietari",Perussuomalaiset,Pietari,Jääskeläinen, ,2011-2015,Pietari_Jääskeläinen,20.4.2011,21.4.2015
"Kaikkonen, Antti",Keskusta,Antti,Kaikkonen, ,2011-2015,Antti_Kaikkonen,20.4.2011,21.4.2015
"Kalli, Timo",Keskusta,Timo,Kalli, ,2011-2015,Timo_Kalli,20.4.2011,21.4.2015
"Kalliorinne, Risto",Vasemmistoliitto,Risto,Kalliorinne, ,2011-2015,Risto_Kalliorinne,20.4.2011,21.4.2015
"Kalmari, Anne",Keskusta,Anne,Kalmari, ,2011-2015,Anne_Kalmari,20.4.2011,21.4.2015
"Kanerva, Ilkka",Kokoomus,Ilkka,Kanerva, ,2011-2015,Ilkka_Kanerva,20.4.2011,21.4.2015
"Kantola, Ilkka",SDP,Ilkka,Kantola, ,2011-2015,Ilkka_Kantola,20.4.2011,21.4.2015
"Karhu, Saara",SDP,Saara,Karhu, ,2011-2015,Saara_Karhu,20.4.2011,21.4.2015
"Kari, Mika",SDP,Mika,Kari, ,2011-2015,Mika_Kari,20.4.2011,21.4.2015
"Karimäki, Johanna",Vihreät,Johanna,Karimäki, ,2011-2015,Johanna_Karimäki,20.4.2011,21.4.2015
"Katainen, Elsi",Keskusta,Elsi,Katainen, ,2011-2015,Elsi_Katainen,20.4.2011,21.4.2015
"Katainen, Jyrki",Kokoomus,Jyrki,Katainen, Pääministeri;;,2011-2015,Jyrki_Katainen,20.4.2011,21.4.2015
"Kataja, Sampsa",Kokoomus,Sampsa,Kataja, ,2011-2015,Sampsa_Kataja,20.4.2011,21.4.2015
"Kauma, Pia",Kokoomus,Pia,Kauma, ,2011-2015,Pia_Kauma,20.4.2011,21.4.2015
"Kerola, Inkeri",Keskusta,Inkeri,Kerola, ,2011-2015,Inkeri_Kerola,20.4.2011,21.4.2015
"Kettunen, Pentti",Perussuomalaiset,Pentti,Kettunen, ,2011-2015,Pentti_Kettunen,20.4.2011,21.4.2015
"Kiljunen, Anneli",SDP,Anneli,Kiljunen, ,2011-2015,Anneli_Kiljunen,20.4.2011,21.4.2015
"Kiuru, Krista",SDP,Krista,Kiuru, Opetus- ja viestintäministeri;; Opetusministeri;; Asunto- ja viestintäministeri;;Opetus- ja viestintäministeri;;,2011-2015,Krista_Kiuru,20.4.2011,21.4.2015
"Kiuru, Pauli",Kokoomus,Pauli,Kiuru, ,2011-2015,Pauli_Kiuru,20.4.2011,21.4.2015
"Kivelä, Kimmo",Perussuomalaiset,Kimmo,Kivelä, ,2011-2015,Kimmo_Kivelä,20.4.2011,21.4.2015
"Kiviniemi, Mari",Keskusta,Mari,Kiviniemi, ,2011-2015,Mari_Kiviniemi,20.4.2011,21.4.2015
"Kiviranta, Esko",Keskusta,Esko,Kiviranta, ,2011-2015,Esko_Kiviranta,20.4.2011,21.4.2015
"Kokko, Osmo",Perussuomalaiset,Osmo,Kokko, ,2011-2015,Osmo_Kokko,20.4.2011,21.4.2015
"Komi, Katri",Keskusta,Katri,Komi, ,2011-2015,Katri_Komi,20.4.2011,21.4.2015
"Kontula, Anna",Vasemmistoliitto,Anna,Kontula, ,2011-2015,Anna_Kontula,20.4.2011,21.4.2015
"Kopra, Jukka",Kokoomus,Jukka,Kopra, ,2011-2015,Jukka_Kopra,20.4.2011,21.4.2015
"Korhonen, Martti",Vasemmistoliitto,Martti,Korhonen, ,2011-2015,Martti_Korhonen,20.4.2011,21.4.2015
"Korhonen, Timo",Keskusta,Timo,Korhonen, ,2011-2015,Timo_Korhonen,20.4.2011,21.4.2015
"Koskela, Laila",Keskusta,Laila,Koskela, ,2011-2015,Laila_Koskela,20.4.2011,21.4.2015
"Koskinen, Johannes",SDP,Johannes,Koskinen, ,2011-2015,Johannes_Koskinen,20.4.2011,21.4.2015
"Kumpula-Natri, Miapetra",SDP,Miapetra,Kumpula-Natri, ,2011-2015,Miapetra_Kumpula-Natri,20.4.2011,21.4.2015
"Kurvinen, Esko",Kokoomus,Esko,Kurvinen, ,2011-2015,Esko_Kurvinen,20.4.2011,21.4.2015
"Kuusisto, Merja",SDP,Merja,Kuusisto, ,2011-2015,Merja_Kuusisto,20.4.2011,21.4.2015
"Kyllönen, Merja",Vasemmistoliitto,Merja,Kyllönen, Liikenneministeri;;,2011-2015,Merja_Kyllönen,20.4.2011,21.4.2015
"Kymäläinen, Suna",SDP,Suna,Kymäläinen, ,2011-2015,Suna_Kymäläinen,20.4.2011,21.4.2015
"Kärnä, Jukka",SDP,Jukka,Kärnä, ,2011-2015,Jukka_Kärnä,20.4.2011,21.4.2015
"Kääriäinen, Seppo",Keskusta,Seppo,Kääriäinen, ,2011-2015,Seppo_Kääriäinen,20.4.2011,21.4.2015
"Lapintie, Annika",Vasemmistoliitto,Annika,Lapintie, ,2011-2015,Annika_Lapintie,20.4.2011,21.4.2015
"Lauslahti, Sanna",Kokoomus,Sanna,Lauslahti, ,2011-2015,Sanna_Lauslahti,20.4.2011,21.4.2015
"Lehti, Eero",Kokoomus,Eero,Lehti, ,2011-2015,Eero_Lehti,20.4.2011,21.4.2015
"Lehtomäki, Paula",Keskusta,Paula,Lehtomäki, ,2011-2015,Paula_Lehtomäki,20.4.2011,21.4.2015
"Lepomäki, Elina",Kokoomus,Elina,Lepomäki, ,2011-2015,Elina_Lepomäki,20.4.2011,21.4.2015
"Leppä, Jari",Keskusta,Jari,Leppä, ,2011-2015,Jari_Leppä,20.4.2011,21.4.2015
"Lindström, Jari",Perussuomalaiset,Jari,Lindström, ,2011-2015,Jari_Lindström,20.4.2011,21.4.2015
"Lindtman, Antti",SDP,Antti,Lindtman, ,2011-2015,Antti_Lindtman,20.4.2011,21.4.2015
"Lintilä, Mika",Keskusta,Mika,Lintilä, ,2011-2015,Mika_Lintilä,20.4.2011,21.4.2015
"Lipponen, Päivi",SDP,Päivi,Lipponen, ,2011-2015,Päivi_Lipponen,20.4.2011,21.4.2015
"Lohela, Maria",Perussuomalaiset,Maria,Lohela, ,2011-2015,Maria_Lohela,20.4.2011,21.4.2015
"Lohi, Markus",Keskusta,Markus,Lohi, ,2011-2015,Markus_Lohi,20.4.2011,21.4.2015
"Louhelainen, Anne",Perussuomalaiset,Anne,Louhelainen, ,2011-2015,Anne_Louhelainen,20.4.2011,21.4.2015
"Maijala, Eeva-Maria",Keskusta,Eeva-Maria,Maijala, ,2011-2015,Eeva-Maria_Maijala,20.4.2011,21.4.2015
"Matikainen-Kallström, Marjo",Kokoomus,Marjo,Matikainen-Kallström, ,2011-2015,Marjo_Matikainen-Kallström,20.4.2011,21.4.2015
"Mattila, Pirkko",Perussuomalaiset,Pirkko,Mattila, ,2011-2015,Pirkko_Mattila,20.4.2011,21.4.2015
"Modig, Silvia",Vasemmistoliitto,Silvia,Modig, ,2011-2015,Silvia_Modig,20.4.2011,21.4.2015
"Mustajärvi, Markus",Vasenryhmä,Markus,Mustajärvi, ,2011-2015,Markus_Mustajärvi,20.4.2011,21.4.2015
"Myller, Riitta",SDP,Riitta,Myller, ,2011-2015,Riitta_Myller,20.4.2011,21.4.2015
"Myllykoski, Jari",Vasemmistoliitto,Jari,Myllykoski, ,2011-2015,Jari_Myllykoski,20.4.2011,21.4.2015
"Mäkelä, Outi",Kokoomus,Outi,Mäkelä, ,2011-2015,Outi_Mäkelä,20.4.2011,21.4.2015
"Mäkinen, Tapani",Kokoomus,Tapani,Mäkinen, ,2011-2015,Tapani_Mäkinen,20.4.2011,21.4.2015
"Mäkipää, Lea",Perussuomalaiset,Lea,Mäkipää, ,2011-2015,Lea_Mäkipää,20.4.2011,21.4.2015
"Mäkisalo-Ropponen, Merja",SDP,Merja,Mäkisalo-Ropponen, ,2011-2015,Merja_Mäkisalo-Ropponen,20.4.2011,21.4.2015
"Männistö, Lasse",Kokoomus,Lasse,Männistö, ,2011-2015,Lasse_Männistö,20.4.2011,21.4.2015
"Mäntylä, Hanna",Perussuomalaiset,Hanna,Mäntylä, ,2011-2015,Hanna_Mäntylä,20.4.2011,21.4.2015
"Mäntymaa, Markku",Kokoomus,Markku,Mäntymaa, ,2011-2015,Markku_Mäntymaa,20.4.2011,21.4.2015
"Mölsä, Martti",Perussuomalaiset,Martti,Mölsä, ,2011-2015,Martti_Mölsä,20.4.2011,21.4.2015
"Nauclér, Elisabeth",RKP,Elisabeth,Nauclér, ,2011-2015,Elisabeth_Nauclér,20.4.2011,21.4.2015
"Niikko, Mika",Perussuomalaiset,Mika,Niikko, ,2011-2015,Mika_Niikko,20.4.2011,21.4.2015
"Niinistö, Jussi",Perussuomalaiset,Jussi,Niinistö, ,2011-2015,Jussi_Niinistö,20.4.2011,21.4.2015
"Niinistö, Ville",Vihreät,Ville,Niinistö, Ympäristöministeri;;Ympäristöministeri;;,2011-2015,Ville_Niinistö,20.4.2011,21.4.2015
"Nylander, Mikaela",RKP,Mikaela,Nylander, ,2011-2015,Mikaela_Nylander,20.4.2011,21.4.2015
"Nylund, Mats",RKP,Mats,Nylund, ,2011-2015,Mats_Nylund,20.4.2011,21.4.2015
"Oinonen, Pentti",Perussuomalaiset,Pentti,Oinonen, ,2011-2015,Pentti_Oinonen,20.4.2011,21.4.2015
"Ojala-Niemelä, Johanna",SDP,Johanna,Ojala-Niemelä, ,2011-2015,Johanna_Ojala-Niemelä,20.4.2011,21.4.2015
"Orpo, Petteri",Kokoomus,Petteri,Orpo, Maa- ja metsätalousministeri;;,2011-2015,Petteri_Orpo,20.4.2011,21.4.2015
"Paasio, Heli",SDP,Heli,Paasio, ,2011-2015,Heli_Paasio,20.4.2011,21.4.2015
"Paatero, Sirpa",SDP,Sirpa,Paatero, Kehitysministeri;;,2011-2015,Sirpa_Paatero,20.4.2011,21.4.2015
"Packalén, Tom",Perussuomalaiset,Tom,Packalén, ,2011-2015,Tom_Packalén,20.4.2011,21.4.2015
"Palm, Sari",Kristillisdemokraatit,Sari,Palm, ,2011-2015,Sari_Palm,20.4.2011,21.4.2015
"Palola, Mikael",Kokoomus,Mikael,Palola, ,2011-2015,Mikael_Palola,20.4.2011,21.4.2015
"Paloniemi, Aila",Keskusta,Aila,Paloniemi, ,2011-2015,Aila_Paloniemi,20.4.2011,21.4.2015
"Pekkarinen, Mauri",Keskusta,Mauri,Pekkarinen, ,2011-2015,Mauri_Pekkarinen,20.4.2011,21.4.2015
"Pekonen, Aino-Kaisa",Vasemmistoliitto,Aino-Kaisa,Pekonen, ,2011-2015,Aino-Kaisa_Pekonen,20.4.2011,21.4.2015
"Pelkonen, Jaana",Kokoomus,Jaana,Pelkonen, ,2011-2015,Jaana_Pelkonen,20.4.2011,21.4.2015
"Peltokorpi, Terhi",Keskusta,Terhi,Peltokorpi, ,2011-2015,Terhi_Peltokorpi,20.4.2011,21.4.2015
"Peltonen, Tuula",SDP,Tuula,Peltonen, ,2011-2015,Tuula_Peltonen,20.4.2011,21.4.2015
"Piirainen, Raimo",SDP,Raimo,Piirainen, ,2011-2015,Raimo_Piirainen,20.4.2011,21.4.2015
"Pirttilahti, Arto",Keskusta,Arto,Pirttilahti, ,2011-2015,Arto_Pirttilahti,20.4.2011,21.4.2015
"Puumala, Tuomo",Keskusta,Tuomo,Puumala, ,2011-2015,Tuomo_Puumala,20.4.2011,21.4.2015
"Raatikainen, Mika",Perussuomalaiset,Mika,Raatikainen, ,2011-2015,Mika_Raatikainen,20.4.2011,21.4.2015
"Rajamäki, Kari",SDP,Kari,Rajamäki, ,2011-2015,Kari_Rajamäki,20.4.2011,21.4.2015
"Rantakangas, Antti",Keskusta,Antti,Rantakangas, ,2011-2015,Antti_Rantakangas,20.4.2011,21.4.2015
"Rauhala, Leena",Kristillisdemokraatit,Leena,Rauhala, ,2011-2015,Leena_Rauhala,20.4.2011,21.4.2015
"Ravi, Pekka",Kokoomus,Pekka,Ravi, ,2011-2015,Pekka_Ravi,20.4.2011,21.4.2015
"Rehula, Juha",Keskusta,Juha,Rehula, ,2011-2015,Juha_Rehula,20.4.2011,21.4.2015
"Reijonen, Eero",Keskusta,Eero,Reijonen, ,2011-2015,Eero_Reijonen,20.4.2011,21.4.2015
"Risikko, Paula",Kokoomus,Paula,Risikko, Sosiaali- ja terveysministeri;;Liikenne- ja kuntaministeri;;,2011-2015,Paula_Risikko,20.4.2011,21.4.2015
"Rossi, Markku",Keskusta,Markku,Rossi, ,2011-2015,Markku_Rossi,20.4.2011,21.4.2015
"Rundgren, Simo",Keskusta,Simo,Rundgren, ,2011-2015,Simo_Rundgren,20.4.2011,21.4.2015
"Ruohonen-Lerner, Pirkko",Perussuomalaiset,Pirkko,Ruohonen-Lerner, ,2011-2015,Pirkko_Ruohonen-Lerner,20.4.2011,21.4.2015
"Räsänen, Päivi",Kristillisdemokraatit,Päivi,Räsänen, Sisäasiainministeri;; Sisäministeri;;Sisäministeri;; Sisäministeri;;,2011-2015,Päivi_Räsänen,20.4.2011,21.4.2015
"Saarakkala, Vesa-Matti",Perussuomalaiset,Vesa-Matti,Saarakkala, ,2011-2015,Vesa-Matti_Saarakkala,20.4.2011,21.4.2015
"Saarikko, Annika",Keskusta,Annika,Saarikko, ,2011-2015,Annika_Saarikko,20.4.2011,21.4.2015
"Saarinen, Matti",SDP,Matti,Saarinen, ,2011-2015,Matti_Saarinen,20.4.2011,21.4.2015
"Salolainen, Pertti",Kokoomus,Pertti,Salolainen, ,2011-2015,Pertti_Salolainen,20.4.2011,21.4.2015
"Salonen, Kristiina",SDP,Kristiina,Salonen, ,2011-2015,Kristiina_Salonen,20.4.2011,21.4.2015
"Sankelo, Janne",Kokoomus,Janne,Sankelo, ,2011-2015,Janne_Sankelo,20.4.2011,21.4.2015
"Sarkomaa, Sari",Kokoomus,Sari,Sarkomaa, ,2011-2015,Sari_Sarkomaa,20.4.2011,21.4.2015
"Sasi, Kimmo",Kokoomus,Kimmo,Sasi, ,2011-2015,Kimmo_Sasi,20.4.2011,21.4.2015
"Satonen, Arto",Kokoomus,Arto,Satonen, ,2011-2015,Arto_Satonen,20.4.2011,21.4.2015
"Savola, Mikko",Keskusta,Mikko,Savola, ,2011-2015,Mikko_Savola,20.4.2011,21.4.2015
"Sinnemäki, Anni",Vihreät,Anni,Sinnemäki, ,2011-2015,Anni_Sinnemäki,20.4.2011,21.4.2015
"Sipilä, Juha",Keskusta,Juha,Sipilä, ,2011-2015,Juha_Sipilä,20.4.2011,21.4.2015
"Skinnari, Jouko",SDP,Jouko,Skinnari, ,2011-2015,Jouko_Skinnari,20.4.2011,21.4.2015
"Soini, Timo",Perussuomalaiset,Timo,Soini, ,2011-2015,Timo_Soini,20.4.2011,21.4.2015
"Soininvaara, Osmo",Vihreät,Osmo,Soininvaara, ,2011-2015,Osmo_Soininvaara,20.4.2011,21.4.2015
"Soukola, Ismo",Perussuomalaiset,Ismo,Soukola, ,2011-2015,Ismo_Soukola,20.4.2011,21.4.2015
"Stubb, Alexander",Kokoomus,Alexander,Stubb, Eurooppa- ja ulkomaankauppaministeri;;Pääministeri;;,2011-2015,Alexander_Stubb,20.4.2011,21.4.2015
"Sumuvuori, Johanna",Vihreät,Johanna,Sumuvuori, ,2011-2015,Johanna_Sumuvuori,20.4.2011,21.4.2015
"Suutari, Eero",Kokoomus,Eero,Suutari, ,2011-2015,Eero_Suutari,20.4.2011,21.4.2015
"Taimela, Katja",SDP,Katja,Taimela, ,2011-2015,Katja_Taimela,20.4.2011,21.4.2015
"Tainio, Hanna",SDP,Hanna,Tainio, ,2011-2015,Hanna_Tainio,20.4.2011,21.4.2015
"Thors, Astrid",RKP,Astrid,Thors, ,2011-2015,Astrid_Thors,20.4.2011,21.4.2015
"Tiainen, Eila",Vasemmistoliitto,Eila,Tiainen, ,2011-2015,Eila_Tiainen,20.4.2011,21.4.2015
"Tiilikainen, Kimmo",Keskusta,Kimmo,Tiilikainen, ,2011-2015,Kimmo_Tiilikainen,20.4.2011,21.4.2015
"Toivakka, Lenita",Kokoomus,Lenita,Toivakka, Eurooppa- ja ulkomaankauppaministeri;;,2011-2015,Lenita_Toivakka,20.4.2011,21.4.2015
"Toivola, Jani",Vihreät,Jani,Toivola, ,2011-2015,Jani_Toivola,20.4.2011,21.4.2015
"Tolppanen, Maria",Perussuomalaiset,Maria,Tolppanen, ,2011-2015,Maria_Tolppanen,20.4.2011,21.4.2015
"Tolvanen, Kari",Kokoomus,Kari,Tolvanen, ,2011-2015,Kari_Tolvanen,20.4.2011,21.4.2015
"Torniainen, Ari",Keskusta,Ari,Torniainen, ,2011-2015,Ari_Torniainen,20.4.2011,21.4.2015
"Tossavainen, Reijo",Perussuomalaiset,Reijo,Tossavainen, ,2011-2015,Reijo_Tossavainen,20.4.2011,21.4.2015
"Tuomioja, Erkki",SDP,Erkki,Tuomioja, Ulkoasiainministeri;;Ulkoasiainministeri;;,2011-2015,Erkki_Tuomioja,20.4.2011,21.4.2015
"Tuppurainen, Tytti",SDP,Tytti,Tuppurainen, ,2011-2015,Tytti_Tuppurainen,20.4.2011,21.4.2015
"Turunen, Kaj",Perussuomalaiset,Kaj,Turunen, ,2011-2015,Kaj_Turunen,20.4.2011,21.4.2015
"Tuupainen, Kauko",Perussuomalaiset,Kauko,Tuupainen, ,2011-2015,Kauko_Tuupainen,20.4.2011,21.4.2015
"Tynkkynen, Oras",Vihreät,Oras,Tynkkynen, ,2011-2015,Oras_Tynkkynen,20.4.2011,21.4.2015
"Tölli, Tapani",Keskusta,Tapani,Tölli, ,2011-2015,Tapani_Tölli,20.4.2011,21.4.2015
"Uotila, Kari",Vasemmistoliitto,Kari,Uotila, ,2011-2015,Kari_Uotila,20.4.2011,21.4.2015
"Urpalainen, Anu",Kokoomus,Anu,Urpalainen, ,2011-2015,Anu_Urpalainen,20.4.2011,21.4.2015
"Urpilainen, Jutta",SDP,Jutta,Urpilainen, Pääministerin sijainen;; Valtiovarainministeri;;,2011-2015,Jutta_Urpilainen,20.4.2011,21.4.2015
"Vahasalo, Raija",Kokoomus,Raija,Vahasalo, ,2011-2015,Raija_Vahasalo,20.4.2011,21.4.2015
"Vapaavuori, Jan",Kokoomus,Jan,Vapaavuori, Elinkeinoministeri;;Elinkeinoministeri;; Elinkeinoministeri;;,2011-2015,Jan_Vapaavuori,20.4.2011,21.4.2015
"Vehkaperä, Mirja",Keskusta,Mirja,Vehkaperä, ,2011-2015,Mirja_Vehkaperä,20.4.2011,21.4.2015
"Vehviläinen, Anu",Keskusta,Anu,Vehviläinen, ,2011-2015,Anu_Vehviläinen,20.4.2011,21.4.2015
"Viitamies, Pauliina",SDP,Pauliina,Viitamies, ,2011-2015,Pauliina_Viitamies,20.4.2011,21.4.2015
"Viitanen, Pia",SDP,Pia,Viitanen, Kulttuuri- ja asuntoministeri;; Asunto- ja viestintäministeri;;Kulttuuri- ja asuntoministeri;;,2011-2015,Pia_Viitanen,20.4.2011,21.4.2015
"Vikman, Sofia",Kokoomus,Sofia,Vikman, ,2011-2015,Sofia_Vikman,20.4.2011,21.4.2015
"Virkkunen, Henna",Kokoomus,Henna,Virkkunen, Hallinto- ja kuntaministeri;; Liikenne- ja kuntaministeri;;,2011-2015,Henna_Virkkunen,20.4.2011,21.4.2015
"Virolainen, Anne-Mari",Kokoomus,Anne-Mari,Virolainen, ,2011-2015,Anne-Mari_Virolainen,20.4.2011,21.4.2015
"Virtanen, Erkki",Vasemmistoliitto,Erkki,Virtanen, ,2011-2015,Erkki_Virtanen,20.4.2011,21.4.2015
"Virtanen, Pertti",Perussuomalaiset,Pertti,Virtanen, ,2011-2015,Pertti_Virtanen,20.4.2011,21.4.2015
"Vähämäki, Ville",Perussuomalaiset,Ville,Vähämäki, ,2011-2015,Ville_Vähämäki,20.4.2011,21.4.2015
"Väätäinen, Juha",Perussuomalaiset,Juha,Väätäinen, ,2011-2015,Juha_Väätäinen,20.4.2011,21.4.2015
"Väätäinen, Tuula",SDP,Tuula,Väätäinen, ,2011-2015,Tuula_Väätäinen,20.4.2011,21.4.2015
"Wallin, Harry",SDP,Harry,Wallin, ,2011-2015,Harry_Wallin,20.4.2011,21.4.2015
"Wallin, Stefan",RKP,Stefan,Wallin, Puolustusministeri;;,2011-2015,Stefan_Wallin,20.4.2011,21.4.2015
"Wallinheimo, Sinuhe",Kokoomus,Sinuhe,Wallinheimo, ,2011-2015,Sinuhe_Wallinheimo,20.4.2011,21.4.2015
"Wideroos, Ulla-Maj",RKP,Ulla-Maj,Wideroos, ,2011-2015,Ulla-Maj_Wideroos,20.4.2011,21.4.2015
"Yrttiaho, Jyrki",Vasenryhmä,Jyrki,Yrttiaho, ,2011-2015,Jyrki_Yrttiaho,20.4.2011,21.4.2015
"Zyskowicz, Ben",Kokoomus,Ben,Zyskowicz, ,2011-2015,Ben_Zyskowicz,20.4.2011,21.4.2015
"Östman, Peter",Kristillisdemokraatit,Peter,Östman, ,2011-2015,Peter_Östman,20.4.2011,21.4.2015
"Aalto, Touko",Vihreät,Touko,Aalto, ,2015-2019,Touko_Aalto,22.4.2015,16.4.2019
"Adlercreutz, Anders",RKP,Anders,Adlercreutz, ,2015-2019,Anders_Adlercreutz,22.4.2015,16.4.2019
"Ala-Nissilä, Olavi",Keskusta,Olavi,Ala-Nissilä, ,2015-2019,Olavi_Ala-Nissilä,22.4.2015,16.4.2019
"Alanko-Kahiluoto, Outi",Vihreät,Outi,Alanko-Kahiluoto, ,2015-2019,Outi_Alanko-Kahiluoto,22.4.2015,16.4.2019
"Alatalo, Mikko",Keskusta,Mikko,Alatalo, ,2015-2019,Mikko_Alatalo,22.4.2015,16.4.2019
"Andersson, Li",Vasemmistoliitto,Li,Andersson, ,2015-2019,Li_Andersson,22.4.2015,16.4.2019
"Anttila, Sirkka-Liisa",Keskusta,Sirkka-Liisa,Anttila, ,2015-2019,Sirkka-Liisa_Anttila,22.4.2015,16.4.2019
"Arhinmäki, Paavo",Vasemmistoliitto,Paavo,Arhinmäki, ,2015-2019,Paavo_Arhinmäki,22.4.2015,16.4.2019
